	Chrom	Gene Name	Strand	Start	End	Position	p-value	Ratio Difference	Absolute ratio difference	n1: rna	n2: rna	N1: rna	N2: rna
2050	chr15	IL16	+	81308604	81314058	81309161	0.45691044060232144	1.1960263044312858	1.1960263044312858	13.061874617112517	8.677557688380642	6.206463195691205	9.55116696588869
2051	chr15	GNB5	-	52115099	52122768	52122222	0.8887457473062943	-0.021755947798510172	0.021755947798510172	9.860030885862699	16.930085638073844	102.65750915750915	143.71428571428572
2052	chr15	ANXA2	-	60347150	60347689	60347327	0.4903143334049844	-0.0019187282497597196	0.0019187282497597196	84.53672316384181	85.09604519774011	8902.67955801105	7455.1629834254145
2053	chr15	MFAP1	-	43804491	43805276	43804672	0.022694859844517908	0.6427990312395028	0.6427990312395028	48.18232044198895	18.734806629834253	45.53973509933775	45.11920529801324
2054	chr15	IVD	+	40418129	40421308	40419513	0.9158245229975115	-0.058531994924248876	0.058531994924248876	113.43398328690807	105.08969359331476	152.28757225433526	130.8063583815029
2055	chr15	GCOM1	+	57714535	57717557	57714898	0.5289603337785918	-0.19445392166877407	0.19445392166877407	91.19819481007897	116.56525009402031	113.50137741046831	116.80440771349862
2056	chr15	DISP2	+	40367057	40378621	40371012	0.9823715462146457	0.011487511149070633	0.011487511149070633	0.40701800499408597	0.2361676961492969	13.69810366624526	12.957774968394437
2057	chr15	SEC11A	-	84669543	84670782	84670725	0.022616998469154805	-0.12381242666993242	0.12381242666993242	942.1928934010152	974.4424703891709	1375.4035087719299	1204.7368421052633
2058	chr15	CTSH	-	78921057	78922205	78921767	0.9970745400687381	0.0004044599132104242	0.0004044599132104242	1.6225352112676057	2.7295774647887323	293.8333333333333	533.3812785388128
2059	chr15	HYPK	+	43801710	43804427	43801881	0.3014002526787112	-0.014644608573330251	0.014644608573330251	1.4540455616653574	3.0860172820109977	320.1812865497076	160.84795321637426
2060	chr15	RCN2	+	76949069	76954393	76949456	0.6432583779441765	-0.016066947321873123	0.016066947321873123	48.15778813044359	46.50901357099453	665.3850129198967	525.8656330749354
2061	chr15	SKIC8	-	78283234	78283521	78283374	0.44101347814451963	0.11808058698080548	0.11808058698080548	487.34285714285716	278.60714285714283	509.6054421768707	332.3741496598639
2062	chr15	HAUS2	+	42566606	42569994	42567026	0.0028729659199674493	-0.47401994330158714	0.47401994330158714	129.86455525606468	140.78335579514825	207.84047619047615	128.11904761904762
2063	chr15	VPS33B	-	90998415	90999054	90998681	0.20333318018059499	-0.1505291445166928	0.1505291445166928	9.676691729323307	24.796992481203006	68.60321715817695	85.04289544235925
2064	chr15	PIAS1	+	68187541	68193847	68189728	0.7425465721562694	0.27633543178411135	0.27633543178411135	28.236950716193252	21.01213886865744	26.893918609967994	27.161408321902147
2065	chr15	TMEM62	+	43184259	43185144	43184991	0.9999997815407089	-5.898974810986113e-05	5.898974810986113e-05	13.052287581699346	21.163398692810457	57.065573770491795	92.50409836065573
2066	chr15	PARP6	-	72241180	72241557	72241383	0.9539859076431914	0.017762239634766808	0.017762239634766808	106.30541871921183	226.48768472906403	251.62068965517238	559.6149425287356
2067	chr15	ZWILCH	+	66546590	66550130	66546677	0.40757669384900086	-0.08971914024529198	0.08971914024529198	54.18911091804228	46.21807124239791	215.60919540229884	135.51724137931035
2068	chr15	ETFA	-	76215352	76216597	76216072	0.4345918605967213	0.012206905515774436	0.012206905515774436	9.0625	3.1166666666666667	418.67047619047617	330.1904761904762
2069	chr15	LRRC57	-	42537828	42544124	42541777	0.8670964815310608	0.049452151128972	0.049452151128972	20.57280324132692	19.503418586984047	71.78227524499361	82.24158500213036
2070	chr15	SERINC4	-	43794161	43795213	43794432	0.7560201803723651	0.15921660660808823	0.15921660660808823	44.33210332103321	53.003690036900366	51.303457106274	75.19334186939821
2071	chr15	KATNBL1	-	34140673	34142371	34141999	0.12501713682686877	-0.08388003076228558	0.08388003076228558	27.262443438914026	37.705128205128204	235.80913978494624	189.00537634408602
2072	chr15	LRRK1	+	101068670	101078257	101070079	0.7035213632796777	0.038973051621404575	0.038973051621404575	9.649058449498655	12.241990706774272	77.94464158977999	144.3278921220724
2073	chr15	POLG	-	89316319	89316827	89316765	0.8973736253504252	-0.03040658386261441	0.03040658386261441	318.35874439461884	264.13004484304935	528.8387096774194	417.66129032258067
2074	chr15	WDR76	+	43866127	43868412	43867423	0.0782241297109955	-0.22645861800471923	0.22645861800471923	33.45399393326593	52.859453993933265	116.52006172839506	102.92592592592592
2075	chr15	ARHGAP11A	+	32636256	32639941	32639015	0.8769729483250335	0.0337552403588776	0.0337552403588776	12.780777537796975	8.115550755939525	82.1547662196448	66.62232693004712
2076	chr15	MPI	+	74897511	74902219	74898221	0.836272775132034	0.049035898381509235	0.049035898381509235	71.26888444222111	93.02426213106553	155.12535211267607	226.6718309859155
2077	chr15	HMG20A	+	77479178	77485603	77479605	0.6540705217916556	-0.3699012966440127	0.3699012966440127	45.37679226408803	43.19106368789596	42.05152224824355	29.807962529274008
2078	chr15	TM2D3	-	101641847	101642644	101641982	0.04900515310101581	-0.24883817802548125	0.24883817802548125	133.4148148148148	213.34074074074073	225.83534743202415	254.09818731117826
2079	chr15	ZSCAN2	+	84606528	84606885	84606729	0.24883658916498355	0.32260601657855303	0.32260601657855303	20.185897435897434	2.282051282051282	43.86069651741293	16.582089552238806
2080	chr15	PAQR5	+	69403580	69407780	69407128	0.12957005953329398	0.3377041005400818	0.3377041005400818	17.619631901840492	4.570552147239264	35.516910935738444	28.856820744081176
2081	chr15	CYFIP1	-	22867051	22870192	22869697	0.025223733673340597	0.15959773687176526	0.15959773687176526	213.33446712018142	152.72071050642478	390.9434343434343	395.5535353535354
2082	chr15	ACSBG1	-	78167467	78171529	78169106	0.6490182540457562	-0.05727627976013097	0.05727627976013097	59.820622330689446	41.2019524100061	247.19067271976888	137.67106892282294
2083	chr15	MYEF2	-	48134631	48143071	48140559	0.5783528872324983	0.04977493172603262	0.04977493172603262	17.53491902834008	16.104757085020243	111.95740445859872	150.7281050955414
2084	chr15	AAGAB	-	67200666	67202898	67201692	0.7576133983727452	0.03579724277408937	0.03579724277408937	26.763157894736842	11.908382066276802	179.5116086235489	105.11276948590381
2085	chr15	ST8SIA2	+	92464099	92468728	92465305	0.2916845083283481	-0.3176711793493333	0.3176711793493333	86.07040607654105	56.332749050540464	121.40381426202322	54.871475953565515
2086	chr15	SLC12A6	-	34229783	34233972	34231624	0.2438841002658108	3.9471881421881365	3.9471881421881365	260.80119500271593	274.4399782726779	24.114139693356037	39.95868824531516
2087	chr15	OAZ2	-	64687573	64688834	64688477	0.9936621702874395	-0.011988869292029025	0.011988869292029025	426.6371681415929	291.27323008849555	433.11484593837537	292.1400560224089
2088	chr15	THSD4	+	71777231	71783383	71780546	0.39230481309438053	-0.3485282260739546	0.3485282260739546	47.81071554458936	205.89636940430032	50.12850678733031	158.10316742081446
2089	chr15	SORD	+	45073364	45077185	45074074	0.9223476790889189	-0.03613754488217602	0.03613754488217602	56.86306653809065	52.138862102217935	150.13239436619716	125.66901408450704
2090	chr15	DMXL2	-	51447790	51449193	51448001	0.27739642342168885	0.4034299663599624	0.4034299663599624	26.55924170616114	20.672985781990523	29.821308724832214	42.433724832214764
2091	chr15	BNIP2	-	59659145	59664120	59662860	0.8649481883642204	0.04411074333881454	0.04411074333881454	41.382234185733516	39.10794078061911	120.88968253968252	131.14523809523808
2092	chr15	MYO5A	-	52307282	52313848	52313182	0.2021616640595869	-0.5582711095172851	0.5582711095172851	18.318305084745763	26.65322033898305	34.336336336336345	24.412912912912912
2093	chr15	SCAMP2	-	74843729	74845217	74844871	0.727781992837483	-0.08219406361844483	0.08219406361844483	142.64711033274955	147.32049036777582	223.77167630057806	204.70809248554914
2094	chr15	NSMCE3	-	29264988	29269822	29268214	0.9989847072486192	-0.0006134953634265462	0.0006134953634265462	0.42994420334779915	0.3527588344699318	75.7655472636816	56.098880597014926
2095	chr15	BTBD1	-	83016422	83018853	83017248	0.980627839802482	-0.035716852174771274	0.035716852174771274	345.85956416464893	334.7845036319613	234.62741433021807	221.7414330218068
2096	chr15	DTWD1	+	49643330	49656232	49645110	0.47051231803795057	-0.06618904942967997	0.06618904942967997	0.045135766948390575	1.9173709764430857	24.720224719101125	28.190449438202247
2097	chr15	BUB1B	+	40220563	40221123	40220815	0.7577626801057256	0.09461059149307127	0.09461059149307127	163.55844155844156	135.7305194805195	189.8452380952381	176.98015873015873
2098	chr15	UBR1	-	42942896	42945470	42945178	0.8292499900881459	-0.12451415940958827	0.12451415940958827	21.47020157756354	24.801489921121824	43.421232876712324	40.06849315068493
2099	chr15	SYNM	+	99129366	99135593	99131106	0.893103872888764	-0.158996662442082	0.158996662442082	61.70871406284823	49.293068865611765	55.86839080459771	39.01206896551724
2100	chr15	TSPAN3	-	77041403	77046927	77046718	0.4280886958494745	0.027270798576331523	0.027270798576331523	161.48993414863594	133.28015051740357	897.8038277511962	873.3875598086124
2101	chr15	IREB2	+	78498032	78501453	78500548	0.07155010358949523	-0.7101771539041902	0.7101771539041902	46.71270718232044	69.42651933701657	57.37798092209857	45.54650238473768
2102	chr15	SPG21	-	64963021	64963736	64963379	0.16118948878724193	-0.11006776835942778	0.11006776835942778	933.3687150837989	1167.4357541899442	1050.2268907563025	1168.8403361344538
2103	chr15	STOML1	-	73978925	73984130	73983236	0.797085891089109	-0.02917948391587731	0.02917948391587731	0.3746230572952911	1.6300162375318952	28.44854586129754	38.491051454138706
2104	chr15	MEF2A	+	99712389	99716488	99715335	0.31089260799807095	-0.24204493665303228	0.24204493665303228	73.06244579358196	126.0112749349523	105.48099117447384	134.81398506449423
2105	chr15	USP3	+	63590660	63594633	63591462	0.6067752317505541	0.06285644626824058	0.06285644626824058	33.21570482497635	37.06212551245664	123.22568578553617	179.3079800498753
2106	chr15	CSNK1G1	-	64165524	64171985	64169259	0.5974739087442023	-0.5755844870749309	0.5755844870749309	41.90388219544846	54.440963855421685	29.51467351430668	27.283932501834187
2107	chr15	RPP25	-	74954417	74956772	74955329	0.9237780404854299	-0.01904350417259576	0.01904350417259576	48.7796052631579	48.58114035087719	238.2176022176022	217.06167706167707
2108	chr15	MYO1E	-	59132433	59137456	59136386	0.33823909247430933	-0.0277589645534075	0.0277589645534075	2.965595750063243	9.882367821907412	170.15046728971961	218.69345794392524
2109	chr15	THBS1	+	39595361	39599466	39598007	0.000156565901879789	0.027833781815797612	0.027833781815797612	54.47429746401645	9.692254969156958	1457.7131519274376	1016.3949357520787
2110	chr15	TLN2	+	62840481	62844631	62841379	0.5618530292723534	-0.13640338868630347	0.13640338868630347	16.781365313653136	25.262915129151292	58.75167037861915	59.85968819599108
2111	chr15	RGMA	-	93035270	93045705	93043430	0.9284735109514162	-0.08676078707713607	0.08676078707713607	0.06801470588235294	0.15110294117647058	3.312967032967033	1.4083516483516483
2112	chr15	MTFMT	-	65001511	65003256	65002535	0.7201123733761428	-0.04016600323147454	0.04016600323147454	5.9169921875	8.451171875	83.71567267683773	76.24271844660194
2113	chr15	FEM1B	+	68289606	68295862	68293714	0.7322817661830636	-0.1250047461473146	0.1250047461473146	29.095437616387336	37.359869646182496	63.16139240506329	63.791382667964946
2114	chr15	SPG11	-	44562695	44563301	44562889	0.05878729697301721	0.4647458997404461	0.4647458997404461	82.02577319587628	56.11340206185567	75.0776699029126	89.38106796116503
2115	chr15	MYO9A	-	71822290	71827043	71826170	0.9803118988471644	0.14068655320937862	0.14068655320937862	9.725515463917526	13.54020618556701	8.004581901489116	12.603665521191294
2116	chr15	AP3S2	-	89830598	89835643	89833574	0.5130557168630792	-0.06895786290576714	0.06895786290576714	44.713373655913976	55.07325268817204	193.29966167230546	183.4098598356694
2117	chr15	ULK3	-	74836117	74837244	74836294	0.9502161505665409	-0.038726751472592524	0.038726751472592524	54.21468926553672	78.3954802259887	101.85473684210527	137.29473684210527
2118	chr15	AQR	-	34851781	34857106	34853951	0.33732657683486195	0.4905149619430593	0.4905149619430593	6.661290322580645	1.7313364055299538	10.112519809825674	10.293185419968305
2119	chr15	SLC24A1	+	65653829	65656260	65655857	0.5901532497260489	0.22239070529239668	0.22239070529239668	1.6451612903225807	4.225806451612903	4.769230769230769	34.47879684418146
2120	chr15	SLC24A5	+	48142028	48142672	48142349	0.17054329515698763	0.26228479451513764	0.26228479451513764	160.63467492260062	156.64086687306502	154.75077881619941	201.92523364485982
2121	chr15	RPS27L	-	63148248	63154060	63153373	0.6371915036523133	-0.00565242081346914	0.00565242081346914	1.8667317073170733	3.678439024390244	428.7176128093159	367.59970887918485
2122	chr15	IGF1R	+	98957060	98964530	98959836	0.8879703636230195	-0.0943703897276339	0.0943703897276339	29.263527907967617	68.2980400511291	46.174351585014406	93.79899135446686
2123	chr15	TMOD3	+	51908775	51915725	51914018	0.06342632444191745	0.1398668997422108	0.1398668997422108	24.242530755711776	8.691271236086703	106.87640663742133	99.94468815563609
2124	chr15	SMAD3	+	67190412	67195169	67191496	0.9435175677869823	-0.03889972728382818	0.03889972728382818	133.51701606316362	212.95861693438607	176.36531365313652	267.55350553505536
2125	chr15	MAN2A2	+	90919634	90922579	90921192	0.8647772498379253	-0.02536969990987223	0.02536969990987223	8.603460706560924	13.48089401586157	94.71566110397946	116.01026957637998
2126	chr15	NRG4	-	75940935	75943654	75941771	0.9040025014347894	3.6050913738788957	3.6050913738788957	11.04066985645933	2.0083732057416266	1.6075411577270309	0.615507169410515
2127	chr15	CA12	-	63321377	63326357	63323533	0.3912842495043529	-0.03298553129438552	0.03298553129438552	0.09647495361781076	2.395640074211503	62.982648725212464	69.40403682719547
2128	chr15	SERF2	+	43793575	43796089	43794559	0.008473830717868192	-0.03225225031958918	0.03225225031958918	37.47908496732026	58.24052287581699	1068.47662601626	865.0091463414634
2129	chr15	EID1	+	48878133	48880173	48879335	0.003895102266380889	0.14371455045901083	0.14371455045901083	481.35918854415274	308.2780429594272	855.089850249584	735.3618968386022
2130	chr15	PIGBOS1	-	55317183	55317867	55317773	1.0524556171569447e-06	-0.7571470783468065	0.7571470783468065	159.0135593220339	179.26271186440678	256.38297872340434	130.1489361702128
2131	chr15	WDR73	-	84639284	84643723	84642776	0.9833560169029034	-0.010193044396495737	0.010193044396495737	21.902920962199314	31.70561282932417	122.33051742344244	167.5417106652587
2132	chr15	BBS4	+	72737477	72738473	72738095	0.9844480964970259	-0.039131356044899035	0.039131356044899035	31.044973544973544	56.38095238095238	42.55177993527508	73.34466019417474
2133	chr15	RSL24D1	-	55180805	55182225	55181315	0.11079698407418331	-0.014227328141022046	0.014227328141022046	0.8470588235294118	10.16078431372549	389.24615384615385	619.4285714285714
2134	chr15	MRPS11	+	88477871	88480776	88478272	0.9871157071018936	-0.0012674579191195752	0.0012674579191195752	3.8670127795527156	3.4568690095846644	388.1920199501247	307.8503740648379
2135	chr15	HDDC3	-	90929967	90931556	90930929	0.7588030217568672	-0.013790000835334881	0.013790000835334881	0.7505197505197505	2.2484407484407485	87.78628389154704	100.64912280701755
2136	chr15	LACTB	+	63129484	63131467	63130512	0.9242896271145059	0.029740041157863273	0.029740041157863273	63.299476439790574	55.01151832460733	173.34241245136187	164.00291828793775
2137	chr15	LACTB	+	63141279	63142061	63141711	0.17447672650716956	0.15798541943939415	0.15798541943939415	329.03714285714284	226.53714285714287	398.2777777777777	339.0439814814815
2138	chr15	RTF1	+	41480580	41483563	41481436	0.7495958928782767	-0.13239881713401624	0.13239881713401624	95.70474847202632	123.48989186647862	111.26168224299067	124.41355140186914
2139	chr15	FAM227B	-	49326969	49328675	49328375	0.13361928034994505	0.4889508897324838	0.4889508897324838	30.71479374110953	28.879089615931722	31.046666666666667	57.71666666666667
2140	chr15	ARPIN	-	89895005	89901803	89896603	0.412081132861117	0.06567272496854747	0.06567272496854747	14.966207759699625	22.212140175219023	86.00980769230769	205.03557692307692
2141	chr15	AKAP13	+	85744627	85749358	85746211	0.47484612672269144	0.4547384598174222	0.4547384598174222	52.219891960597394	80.41340959644106	32.80429292929293	70.71654040404042
2142	chr15	RAB8B	+	63263526	63267776	63264142	0.9760847052011062	-0.03400402334547448	0.03400402334547448	43.2369290038525	46.33791964777105	76.59415584415584	77.4237012987013
2143	chr15	ZFAND6	+	80137479	80138393	80138148	0.6384774052046331	0.09124392985459506	0.09124392985459506	205.62857142857143	235.6204081632653	254.9357249626308	329.3796711509716
2144	chr15	ARPIN-AP3S2	-	89830598	89835643	89833574	0.5130557168630792	-0.06895786290576714	0.06895786290576714	44.713373655913976	55.07325268817204	193.29966167230546	183.4098598356694
2145	chr15	RCCD1	+	90961617	90963125	90962348	0.06195656184805292	-0.07649916631466974	0.07649916631466974	14.602316602316602	55.998712998712996	197.93707250341998	372.6497948016416
2146	chr15	ARPP19	-	52547044	52552104	52551202	0.034130731410876976	0.23842932849910758	0.23842932849910758	293.5810485810486	214.55868205868205	327.52217294900225	326.10643015521066
2147	chr15	EDC3	-	74630557	74632946	74631579	0.6088087817317063	-0.16258671420308235	0.16258671420308235	77.8522504892368	84.366927592955	111.12728602779809	97.74250182882224
2148	chr15	GALK2	+	49327951	49331882	49328361	0.5682254547538581	-0.037773363519703396	0.037773363519703396	3.9267253621130362	6.938937801760863	100.77804878048781	90.42439024390244
2149	chr15	BLM	+	90815101	90816166	90815405	0.4700676920627609	0.07361832110758208	0.07361832110758208	4.709592641261498	0.6031537450722734	50.486842105263165	30.67105263157895
2150	chr15	COPS2	-	49122726	49128094	49127362	0.8971164370902072	0.014436589316627058	0.014436589316627058	20.437446074201898	21.031708369283866	198.88524590163934	238.12158469945354
2151	chr15	ADAM10	-	58588808	58597641	58597281	0.42016226462267947	0.06289601948108889	0.06289601948108889	35.179511389118375	24.710374129588104	173.6861111111111	176.94444444444446
2152	chr15	PEX11A	-	89681534	89683948	89683077	0.9692788821753816	0.06302891570601066	0.06302891570601066	13.932598833441348	20.342190537913154	22.885189437428245	37.272101033295066
2153	chr15	TCF12	+	57282444	57291310	57288501	0.8465551841596962	0.05633419339239973	0.05633419339239973	3.0612317550729795	1.5097899608401566	24.28231797919762	21.650652138022124
2154	chr15	MTHFS	-	79843546	79845442	79845017	0.9938979570679681	0.0007895639395496031	0.0007895639395496031	3.961930659415364	3.4996600951733514	392.89176470588234	376.5317647058824
2155	chr15	PCLAF	-	64364303	64366075	64364709	0.00628081501220455	0.179355815828093	0.179355815828093	197.42118226600985	139.53940886699507	376.378477306003	404.2598828696925
2156	chr15	RAB11A	+	65887700	65891989	65890924	0.06007552225503148	-0.06533288599986219	0.06533288599986219	10.261032863849765	19.32018779342723	236.72735732009926	177.7741935483871
2157	chr15	PML	+	74044220	74047827	74046763	0.7712897992402941	-0.047496972617574934	0.047496972617574934	5.857142857142857	7.106203007518797	64.71175776641762	51.49115218246166
2158	chr15	ZNF592	+	84801862	84806445	84803250	0.899335187008216	-0.04068393528240177	0.04068393528240177	20.783724569640064	33.31580594679186	79.92867435158502	110.78962536023053
2159	chr15	APH1B	+	63305613	63309126	63305904	0.44994815258180054	-0.09096109531478108	0.09096109531478108	40.393544382371196	77.85816263190564	143.66323024054984	209.22336769759448
2160	chr15	CHSY1	-	101175726	101178980	101176226	0.5769073478974979	-0.13132833017886547	0.13132833017886547	275.678	359.4	270.0660856935366	311.94989106753815
2161	chr15	TYRO3	+	41577885	41583589	41579335	0.8628916909351354	-0.010376978425369363	0.010376978425369363	0.7574047954866009	1.9499294781382228	77.65172413793104	96.86275862068966
2162	chr15	PDIA3	+	43771104	43773278	43771359	0.3318356192508251	-0.007033745098104893	0.007033745098104893	70.22563835330901	73.35174570088587	2846.4470588235295	2313.564705882353
2163	chr15	MINDY2	+	58854481	58861900	58860548	0.9895811940343197	0.12414515859408715	0.12414515859408715	16.499260355029588	22.53846153846154	9.749134662930608	14.371847700675787
2164	chr15	ADAL	+	43351750	43354569	43354143	0.7133655678823032	-0.10395381706725117	0.10395381706725117	0.8075117370892019	3.4107981220657275	13.788967822816549	20.987463435018803
2165	chr15	ZNF106	-	42412822	42417453	42415149	0.4519312166851229	-1.2169136294243001	1.2169136294243001	50.91963902019768	63.96132359260851	23.90364583333333	19.109375
2166	chr15	IQGAP1	+	90499994	90502239	90501545	0.05850077080537686	0.32642648766381444	0.32642648766381444	158.97982708933716	138.67579250720462	153.10960670535138	194.79303675048357
2167	chr15	RNF111	+	59094782	59097419	59096426	0.6867978073387113	0.035152979060380674	0.035152979060380674	3.4561933534743203	0.9295065458207452	61.773114355231144	44.694647201946474
2168	chr15	PSMA4	+	78548789	78552417	78548878	0.4976908397792813	-0.010305223158781136	0.010305223158781136	140.9502684374117	86.5976264481492	2472.505617977528	1286.5056179775281
2169	chr15	PRC1	-	90966039	90967202	90966222	0.5795608522735971	-0.06235118617062052	0.06235118617062052	381.46994535519127	424.775956284153	608.4683673469387	616.2551020408164
2170	chr15	PIGB	+	55355285	55355648	55355426	0.9861640966277552	0.029361243178663954	0.029361243178663954	73.91441441441441	107.8963963963964	85.00709219858157	128.4255319148936
2171	chr15	NEIL1	+	75354963	75357115	75355211	0.0034169798700806127	0.7773156257658026	0.7773156257658026	56.04726890756302	63.88077731092437	41.608870967741936	112.13306451612902
2172	chr15	HEXA	-	72340923	72344140	72343962	0.5016117799352182	0.02860145251317131	0.02860145251317131	40.180980585718984	67.83481408358013	307.47752808988764	664.5393258426966
2173	chr15	BLOC1S6	+	45605427	45609716	45606413	0.6733553357760683	1.9909153348664317	1.9909153348664317	129.43233424159854	161.26702997275206	16.588235294117652	27.748478701825547
2174	chr15	RPLP1	+	69455427	69456205	69455560	0.09197885519860914	0.0011416279408632704	0.0011416279408632704	11.931782945736433	6.046511627906977	6769.473684210527	9737.383458646616
2175	chr15	FAM219B	-	74899991	74902786	74900775	0.6707507236059705	-0.18912846166680852	0.18912846166680852	130.91836734693877	197.56632653061226	112.54798607657884	146.09099950273495
2176	chr15	TP53BP1	-	43403060	43407570	43407468	0.7300540166746488	-0.11209944792318549	0.11209944792318549	47.62250453720508	47.334392014519054	95.55882352941177	77.53921568627452
2177	chr15	TMEM87A	-	42256892	42258990	42258442	0.5409694829787207	-0.4579987516409815	0.4579987516409815	4.352903225806451	5.424516129032258	13.262773722627738	6.89963503649635
2178	chr15	TMEM87A	-	42210446	42211749	42211141	0.5001065043771216	-0.19305175993786527	0.19305175993786527	151.4503597122302	141.15395683453238	168.55263157894737	129.31085526315786
2179	chr15	SRP14	-	40035689	40036500	40036040	0.9998336872167034	-8.87974256891591e-05	8.87974256891591e-05	61.680911680911684	50.44729344729345	2439.513043478261	1988.2347826086957
2180	chr15	LARP6	-	70829129	70833116	70831585	0.9331266549305502	-0.008402458988176605	0.008402458988176605	1.291530944625407	2.2960097719869705	78.01763553233181	91.99934683213586
2181	chr15	TLNRD1	+	81000922	81005788	81003785	0.9725609026517763	-0.038959490827139565	0.038959490827139565	30.82326510234648	39.50773839241138	57.8505064617534	69.09745022703459
2182	chr15	AVEN	-	33866226	33866728	33866469	0.24228149216713038	-0.1621233759767703	0.1621233759767703	98.24279835390946	123.94650205761317	199.21235521235525	189.15057915057915
2183	chr15	USP8	+	50498902	50514421	50499753	0.9138138714999756	0.013093882668853234	0.013093882668853234	1.3817834742296156	1.308017452958822	42.73325499412456	67.98002350176263
2184	chr15	SLCO3A1	+	92162755	92165903	92163554	0.1421657886435566	0.15589546731768422	0.15589546731768422	74.87484035759898	49.67049808429119	164.82227784730912	166.4668335419274
2185	chr15	UACA	-	70654553	70657127	70656926	0.3494183838341852	0.37002036166762875	0.37002036166762875	6.340497260851243	6.590813316477034	10.487562189054724	28.09950248756219
2186	chr15	MESD	-	80975751	80979477	80979313	0.3234936992367165	0.0552593606608463	0.0552593606608463	148.06962380685007	67.15861875350926	579.1829268292681	335.1341463414634
2187	chr15	HERC2	-	28111039	28112035	28111233	0.8615799287769876	-0.05079243821122412	0.05079243821122412	9.195876288659793	11.427835051546392	54.57481296758105	52.11221945137157
2188	chr15	NIPA2	+	22866212	22868384	22866952	0.3984939625737689	0.0743940413062576	0.0743940413062576	395.87081005586595	275.8400837988827	661.0108108108108	525.9175675675675
2189	chr15	LCMT2	-	43323648	43330573	43327927	0.9897831418897154	0.005986735247575675	0.005986735247575675	1.790371582145361	1.3456415050245385	45.79931972789116	40.64777021919879
2190	chr15	DPP8	-	65442466	65447006	65446654	0.39099557636843263	-0.48733864605305643	0.48733864605305643	33.436723973256925	35.07951289398281	41.440340909090914	27.10511363636364
2191	chr15	HDGFL3	-	83127752	83139275	83137814	0.9197505459177178	0.009644082623465722	0.009644082623465722	9.135658914728682	7.2358378056052475	177.78439425051334	173.3463381245722
2192	chr15	SPPL2A	-	50702265	50707874	50704542	0.1953846405640636	-0.3550541710058903	0.3550541710058903	49.003513394817745	70.8423364075538	77.67677070828331	71.85414165666268
2193	chr15	FAM98B	+	38484254	38487710	38484927	0.7510433480128764	-0.10514402982877247	0.10514402982877247	32.69098095580309	36.189363995688105	77.09509658246657	68.38781575037149
2194	chr15	LYSMD2	-	51723010	51723649	51723133	0.9189979996680747	0.06687808466301454	0.06687808466301454	25.252032520325205	26.951219512195124	48.883720930232556	59.93217054263566
2195	chr15	UBE3A	-	25333727	25339257	25337348	0.6373557865784644	0.01457155713908336	0.01457155713908336	4.572493786246893	1.8900856117094724	173.69355683603982	160.8103719224725
2196	chr15	C15orf61	+	67526417	67530146	67526632	0.9969883677845459	-0.00032138482968683494	0.00032138482968683494	1.033295389869095	1.5432555492316449	334.0372093023256	451.9395348837209
2197	chr15	SPRED1	+	38351013	38357249	38354047	0.9791209390739116	0.020507877920286494	0.020507877920286494	10.452841973766397	13.101811367895065	45.75477916941332	63.005932762030326
2198	chr15	SNAPC5	-	66489747	66494552	66491201	0.25706372598661453	0.7915222758361771	0.7915222758361771	213.67125171939477	180.58321870701513	72.39361384661294	83.60340196956133
2199	chr15	PTPN9	-	75463250	75468983	75468156	0.9175399790618959	0.019694531957412692	0.019694531957412692	49.95760293518141	76.39094985731757	204.22853688029022	339.63361547763
2200	chr15	TLE3	-	70047789	70050204	70048307	0.5480341508249904	-0.35751283368645304	0.35751283368645304	6.22972972972973	11.88030888030888	16.33473906167633	16.078545071164996
2201	chr15	POLR2M	+	57714535	57717557	57714898	0.5289603337785918	-0.19445392166877407	0.19445392166877407	91.19819481007897	116.56525009402031	113.50137741046831	116.80440771349862
2202	chr15	HACD3	+	65576302	65578349	65577267	0.28859107083045665	-0.15330116932128268	0.15330116932128268	628.1127541589649	829.2523105360443	542.481865284974	632.4611398963731
2203	chr15	INTS14	-	65578756	65579659	65579138	0.7312172906706753	-0.09072690456097277	0.09072690456097277	190.7460732984293	216.18586387434556	237.01535508637235	241.41074856046066
2204	chr15	ST20-MTHFS	-	79843546	79845442	79845017	0.9938979570679681	0.0007895639395496031	0.0007895639395496031	3.961930659415364	3.4996600951733514	392.89176470588234	376.5317647058824
2205	chr15	SNUPN	-	75598085	75598681	75598197	0.9097872186983714	0.04589544627585662	0.04589544627585662	124.53571428571429	113.72321428571429	188.82024793388433	185.3223140495868
2206	chr15	TPM1	+	63062575	63066178	63062771	0.0026204749138733835	-0.02263193160907008	0.02263193160907008	109.00381567361315	198.1364837100088	2506.6428571428573	2996.714285714286
2207	chr15	TPM1	+	63069869	63071915	63070576	0.0006260949320412147	8.069132869879963	8.069132869879963	1963.0993278566093	2344.1665421956686	94.89816124469598	185.79066478076402
2208	chr15	C15orf40	-	82994816	83005692	83004757	0.9043795217116551	-0.024451719134038777	0.024451719134038777	6.6858464943164675	8.114777185393823	75.92406417112299	72.124064171123
2209	chr15	ZFYVE19	+	40814147	40815084	40814544	0.5197777186367971	0.014843045000434688	0.014843045000434688	3.537037037037037	2.183333333333333	146.75062972292193	235.79848866498742
