	Chrom	Gene	Strand	Start	End	Position	p-value	Ratio Difference	Absolute ratio difference	n1: rna	n2: rna	N1: rna	N2: rna
3065	chr15	GLCE	+	69268219	69272207	69270497	0.24989169061683678	-0.13809152948090775	0.13809152948090775	35.57368421052632	43.59122807017544	38.23529411764705	26.710272168568913
3066	chr15	GNB5	-	52115099	52122768	52116460	0.3023776042499211	-0.1265762764417649	0.1265762764417649	0.3019838354151359	5.022042615723732	19.95450221940393	30.473367152821815
3067	chr15	GOLGA6B	+	72666214	72669599	72669083	0.18586903575067137	1.0	1.0	2.1744186046511627	0.0	0.0	1.1910073196235622
3068	chr15	GOLGA6C	+	75270071	75273455	75272935	0.8041289641328377	0.6129898431723547	0.6129898431723547	0.16923076923076924	0.0	0.10684357541899442	0.5687849162011173
3069	chr15	GOLGA6L10	-	82339992	82342908	82340788	0.9915553181579984	0.016594605075256043	0.016594605075256043	0.06407035175879397	0.09045226130653267	1.7877358490566038	4.933490566037736
3070	chr15	GOLGA6L4	+	84242459	84245358	84244580	0.9908426462483088	0.032824514898051826	0.032824514898051826	1.8868894601542416	2.9974293059125965	3.8283828382838285	7.083922677982084
3071	chr15	GOLGA6L9	+	82436278	82439153	82438712	0.7241332720351394	-0.11363583740665043	0.11363583740665043	2.5328798185941044	7.5147392290249435	11.965899753492193	18.548069022185704
3072	chr15	GOLGA8B	-	34525094	34527834	34525674	0.5162408912558769	0.04579282641284571	0.04579282641284571	91.43793103448276	151.48275862068965	135.14074074074074	271.92962962962963
3073	chr15	GOLGA8H	+	30614385	30617752	30616971	0.9752592299566688	0.2919328591273226	0.2919328591273226	0.13060179257362356	0.2612035851472471	0.05800464037122968	0.3909512761020882
3074	chr15	GOLGA8J	+	30093323	30096690	30095909	0.9667893531637299	-0.2689547581903276	0.2689547581903276	0.0	0.2612035851472471	0.19489559164733178	0.7099767981438514
3075	chr15	GOLGA8K	-	32389598	32392957	32390419	0.9881627776406408	0.08185294719127334	0.08185294719127334	0.6808769792935444	2.605359317904994	0.38888888888888895	2.0921985815602833
3076	chr15	GOLGA8M	-	28698582	28702129	28699593	0.9916132749800552	-0.09652334225393994	0.09652334225393994	0.0	0.142433234421365	0.15930599369085174	1.3332018927444795
3077	chr15	GOLGA8N	+	32603802	32607237	32606386	0.8786696803755006	-0.3368384088022106	0.3368384088022106	0.11985898942420682	7.629847238542891	0.08978328173374613	0.7678018575851402
3078	chr15	GOLGA8O	-	32441913	32445281	32442701	0.9072738573931849	-0.2631527486798142	0.2631527486798142	0.0	1.1649746192893402	0.5670542635658915	3.262015503875969
3079	chr15	GOLGA8R	-	30400561	30403915	30401335	0.9606806706715497	-0.1897623983415723	0.1897623983415723	0.0	0.46124031007751937	0.35271317829457366	1.9693798449612405
3080	chr15	GOLGA8T	+	30145391	30148748	30147932	0.7455661421901331	0.35767883340488793	0.35767883340488793	1.3125	2.0784313725490198	0.13931523022432124	1.725698543880362
3081	chr15	GOLM2	+	44413335	44415758	44415206	0.11912627926370695	-0.069830636534715	0.069830636534715	189.06340579710144	260.42028985507244	210.65366114377338	219.33083912346336
3082	chr15	GPR176	-	39799007	39802254	39801163	0.9407228823578664	0.014345121630432445	0.014345121630432445	137.89795918367346	130.16326530612244	160.54903758020166	160.57011915673692
3083	chr15	GREM1	+	32730689	32745106	32733786	0.8923952810414133	0.7282070436986603	0.7282070436986603	0.12879858657243817	0.14690812720848057	0.0	0.3936067161769454
3084	chr15	GTF2A2	-	59638061	59639157	59638414	0.0012041518561056775	0.05802178059723856	0.05802178059723856	23.688385269121813	0.0	384.578734858681	223.01076716016152
3085	chr15	HACD3	+	65576302	65578349	65577273	0.31159822609258575	-0.029770303696753264	0.029770303696753264	628.2546468401487	828.4089219330855	542.8537590113284	634.6117404737385
3086	chr15	HAUS2	+	42561269	42561690	42561539	0.15811291654210213	0.046571291376960214	0.046571291376960214	16.94039735099338	4.013245033112582	212.27407407407406	142.8037037037037
3087	chr15	HAUS2	+	42566606	42569994	42568913	0.023120780489625237	-0.11811272774748649	0.11811272774748649	91.69287696577243	131.59851988899166	161.94668400520155	142.78153446033807
3088	chr15	HDDC3	-	90929967	90931556	90930942	0.5640069825875524	-0.026915942859840582	0.026915942859840582	1.5312820512820513	4.553846153846154	88.38925081433224	99.07166123778502
3089	chr15	HDGFL3	-	83127752	83139275	83129774	0.7871266793174687	0.020267904303204066	0.020267904303204066	0.9584569732937686	0.17606330365974282	36.809598989580046	34.281654562677616
3090	chr15	HERC2	-	28111039	28112035	28111298	0.8175785729285955	-0.04738753134210966	0.04738753134210966	20.915057915057915	24.57915057915058	54.45861601085481	51.078697421981005
3091	chr15	HEXA	-	72340923	72344140	72343914	0.6684254536267888	0.016106986582163557	0.016106986582163557	34.481109996656635	57.85824139083918	326.14159292035396	669.8407079646017
3092	chr15	HMG20A	+	77479178	77485603	77482441	0.4253952685001602	-0.05968182776559139	0.05968182776559139	79.34345351043643	79.58791903858318	12.026356114005523	6.1694759423843095
3093	chr15	HYKK	+	78533209	78536645	78536046	0.2791113381977819	-0.40592874369770326	0.40592874369770326	1.1769616026711185	19.21702838063439	2.909763835037011	8.476207261191398
3094	chr15	HYKK	+	78537299	78537373	78537354	0.8555872434311265	-0.07477734587970952	0.07477734587970952	11.263157894736842	8.789473684210526	22.0	12.47272727272727
3095	chr15	HYPK	+	43801710	43804427	43801970	0.35337890039602293	-0.019114954689330027	0.019114954689330027	1.3801383801383802	2.861619861619862	211.77692307692308	108.96538461538462
3096	chr15	ICE2	-	60419608	60423762	60423364	0.6858923065876219	-0.049586917786875614	0.049586917786875614	8.294462193823216	10.830670926517572	66.77638190954774	56.829145728643226
3097	chr15	ICE2	-	60451094	60453784	60451977	0.3117460183504502	0.22027214704992204	0.22027214704992204	11.407701019252547	8.642129105322763	9.524073049252907	17.971776425013836
3098	chr15	IDH3A	+	78168921	78171945	78169421	0.5369351316507809	0.03101365827262173	0.03101365827262173	181.23692551505547	97.7662440570523	480.23999999999995	304.606
3099	chr15	IGDCC4	-	65381483	65384419	65382889	0.6763499867978306	0.5365376785375497	0.5365376785375497	0.7496443812233285	2.8392603129445235	0.011111111111111072	3.486274509803921
3100	chr15	IGF1R	+	98957060	98964530	98963091	0.19825354891635638	-0.13308360546841264	0.13308360546841264	25.585823488533705	87.21959694232106	37.92488807826231	75.52114077267453
3101	chr15	IL16	+	81308604	81314058	81309756	0.21960612734852286	0.2760106268929897	0.2760106268929897	14.112273361227336	8.218735471873547	5.824652777777777	10.813368055555554
3102	chr15	INAFM2	+	40323691	40326715	40324997	0.7204045671390134	-0.04631392872658524	0.04631392872658524	59.657741559953436	38.61408614668219	7.339203675344564	2.606431852986219
3103	chr15	IQCH	+	67373366	67374194	67373628	0.3459156206996165	0.7502681939301657	0.7502681939301657	2.3392226148409896	0.0	0.7786259541984735	1.3473282442748091
3104	chr15	IQCH	+	67494257	67501804	67497482	0.9620410745946743	0.4467698865833495	0.4467698865833495	0.2006015733456733	0.04488662656177696	0.06325581395348834	0.09829457364341086
3105	chr15	IQGAP1	+	90499994	90502239	90501889	0.012256480511544661	0.11714129901234305	0.11714129901234305	170.90857142857143	130.50571428571428	151.97203166226913	186.11503957783643
3106	chr15	IREB2	+	78473241	78476700	78473563	0.6407735457028401	-0.08358181508394044	0.08358181508394044	3.1960471788332803	4.950908511316545	29.614906832298136	22.403726708074533
3107	chr15	IREB2	+	78498032	78501453	78498119	5.1438474762942424e-05	-0.2492454216081963	0.2492454216081963	51.81883623275345	51.83443311337732	159.4712643678161	52.988505747126446
3108	chr15	ITGA11	-	68296531	68303130	68301966	0.893365568461232	-0.13407479158623095	0.13407479158623095	0.037350505979760806	0.49089236430542776	1.8256013745704467	2.6941580756013748
3109	chr15	IVD	+	40418129	40421308	40420119	0.9741785848513507	-0.01038544715210199	0.01038544715210199	104.026913372582	95.60050462573591	146.07638190954776	128.64472361809044
3110	chr15	KATNBL1	-	34140673	34142371	34141915	0.2326401383363361	-0.040991102980547235	0.040991102980547235	13.457326892109501	21.567632850241544	234.9934210526316	205.08771929824562
3111	chr15	KIF23	+	69446870	69448427	69447357	0.5829824497723339	0.059237673202270025	0.059237673202270025	101.98785046728972	80.64392523364486	40.40041067761808	42.096509240246405
3112	chr15	KLF13	+	31372009	31377899	31374825	0.9682120632153347	-0.017153373798489913	0.017153373798489913	39.91964866623292	148.5458685751464	26.442116477272727	91.5479403409091
3113	chr15	KLHL25	-	85759325	85769820	85762482	0.8664740118824391	-0.10657930174621444	0.10657930174621444	8.966107063668039	6.519797275894837	6.934314527119106	3.204415372035977
3114	chr15	KNL1	+	40662073	40664342	40663572	0.962706560694583	0.02255409744099124	0.02255409744099124	38.714285714285715	38.127272727272725	9.104069379586392	10.315543695797196
3115	chr15	KNSTRN	+	40391948	40394288	40392115	0.11410483771720299	0.0970334425106022	0.0970334425106022	151.7537965945697	106.95536125172572	96.57485029940119	101.10179640718565
3116	chr15	LACTB	+	63129484	63131467	63129714	0.2794571725399768	-0.03224573108540728	0.03224573108540728	66.51397604107245	70.77695379349686	530.6434782608694	421.99565217391296
3117	chr15	LACTB	+	63141279	63142061	63141299	0.03619534824393514	0.07663515144171906	0.07663515144171906	371.79265091863516	290.70866141732284	195.65000000000003	211.75
3118	chr15	LARP6	-	70829129	70833116	70831566	0.9610827860594034	-0.003286330382954023	0.003286330382954023	0.3225276979893311	0.693885925318014	78.60064516129032	93.41870967741936
3119	chr15	LCMT2	-	43323648	43330573	43328388	0.8284569479484438	0.05775787383958772	0.05775787383958772	12.476793248945148	9.18523206751055	31.902059496567503	31.93318077803204
3120	chr15	LCTL	-	66547531	66548605	66548309	0.37021734507871634	-0.028690091471266225	0.028690091471266225	2.826478149100257	5.401028277634961	161.15202702702703	112.19932432432432
3121	chr15	LDHAL6B	+	59206842	59208588	59207213	0.12820703131765254	0.8605403150099092	0.8605403150099092	1.4821818181818183	0.8334545454545454	0.0	5.142857142857143
3122	chr15	LEO1	-	51938024	51938260	51938208	0.9924955505054818	-0.007656196736189558	0.007656196736189558	27.60326086956522	32.78260869565217	70.28846153846153	80.40384615384616
3123	chr15	LINGO1	-	77613026	77615900	77613757	0.8588511208651928	-0.46926606466321535	0.46926606466321535	0.0	0.3857729138166895	0.45216985534297716	0.4363042463835744
3124	chr15	LINS1	-	100566923	100570117	100567830	0.3061793373670235	0.24587683478683822	0.24587683478683822	5.8919514884233735	0.14553472987872107	16.5094009619589	8.344993441189331
3125	chr15	LPCAT4	-	34358632	34359302	34358924	0.9510823521059298	-0.0072262574036445065	0.0072262574036445065	11.67123287671233	13.599315068493151	198.82010582010582	203.3862433862434
3126	chr15	LRRC28	+	99386029	99390729	99389174	0.507642933613563	0.08309774165085114	0.08309774165085114	1.3504823151125402	0.06559485530546624	14.185055643879174	17.05723370429253
3127	chr15	LRRC49	+	71049408	71053658	71049417	0.0005399008779380324	-0.9465060797291057	0.9465060797291057	1.0926668238622965	2.4793680735675547	19.333333333333332	0.0
3128	chr15	LRRC57	-	42537828	42544124	42538850	0.2756744542480762	0.12526160792607305	0.12526160792607305	47.93444227005871	33.95890410958904	38.059537353052704	44.62153962836557
3129	chr15	LRRK1	+	101068670	101078257	101072870	0.5960071613806555	0.07485100391064925	0.07485100391064925	9.243549285316503	9.967700018563209	33.080714285714286	59.470714285714294
3130	chr15	LYSMD2	-	51723010	51723649	51723110	0.9315630346615189	0.028202197614430657	0.028202197614430657	25.42	27.35	47.84415584415585	58.45083487940631
3131	chr15	LYSMD4	-	99727400	99729731	99728501	0.6735263992864312	0.09121586468233378	0.09121586468233378	15.33605812897366	12.674841053587647	25.08780487804878	31.30975609756097
3132	chr15	MAN2A2	+	90919634	90922579	90921599	0.6967811252540476	-0.03881202439086584	0.03881202439086584	7.662244897959184	13.991836734693878	77.34910941475827	94.51908396946565
3133	chr15	MAP2K1	+	66490501	66491544	66491373	0.05123751419075656	-0.06553230196006005	0.06553230196006005	274.84795321637426	322.37426900584796	403.2213302752294	362.2591743119266
3134	chr15	MAPK6	+	52063901	52067375	52064487	0.2684075908765172	-0.09564343291502903	0.09564343291502903	54.759349030470915	54.26004155124654	101.80204778156995	67.56143344709898
3135	chr15	MAPKBP1	+	41825208	41827855	41827141	0.9958642544960628	-0.006815480157110032	0.006815480157110032	19.147058823529413	24.719887955182074	47.09984480082773	58.838075530263836
3136	chr15	MEF2A	+	99678647	99680950	99680343	0.7127502632810905	0.7090050915601516	0.7090050915601516	2.772652388797364	0.0	1.1379716981132075	0.33077830188679247
3137	chr15	MEF2A	+	99712389	99716488	99713920	0.6230363674534933	-0.04546861501124361	0.04546861501124361	87.40186915887851	129.3757788161994	111.39124755062052	137.3063357282822
3138	chr15	MEGF11	-	65895298	65898094	65896352	0.6319164965941597	-0.2470137244585906	0.2470137244585906	1.403225806451613	7.693548387096774	0.6733639494833525	0.6440872560275555
3139	chr15	MEGF11	-	65905273	65905874	65905752	0.48702669773963114	-0.3450315945038737	0.3450315945038737	1.5073068893528183	7.189979123173278	2.442622950819672	2.7049180327868845
3140	chr15	MEIS2	-	36889203	36894812	36890698	0.19637615535018096	-0.19681323458741706	0.19681323458741706	0.20468227424749164	2.1150501672240805	17.402527953330093	8.032085561497325
3141	chr15	MESD	-	80975751	80979477	80979235	0.19046336635811587	0.05052219317985426	0.05052219317985426	146.00861079219288	64.80740528128588	469.900826446281	282.6115702479339
3142	chr15	MEX3B	-	82041777	82044613	82042594	0.4701509300779576	0.09460237601257693	0.09460237601257693	30.276621787025704	45.54712362301102	32.704309063893014	72.4125804853888
3143	chr15	MGA	+	41766003	41769940	41766887	0.05168704710616865	-0.25451144358371647	0.25451144358371647	15.957091385522437	30.974123812643303	26.68438914027149	18.290723981900452
3144	chr15	MINAR1	+	79468186	79472304	79468654	0.39211527030118787	-0.32945361157539277	0.32945361157539277	3.110958904109589	4.2035616438356165	7.728632478632479	2.615384615384615
3145	chr15	MINDY2	+	58854481	58861900	58855629	0.34237881333455344	-0.18893611052423404	0.18893611052423404	9.534364535161856	16.0934460213682	18.871951219512194	14.585365853658537
3146	chr15	MORF4L1	+	78896982	78898139	78897216	0.16398993291648847	0.032978544219327166	0.032978544219327166	661.1505958829903	656.0065005417118	889.9572649572651	1012.0940170940171
3147	chr15	MPI	+	74897511	74902219	74898213	0.8434896683920239	0.023209836186371735	0.023209836186371735	71.33649525711432	93.21492760858712	155.6951566951567	227.10683760683764
3148	chr15	MRPS11	+	88477871	88480776	88479709	0.5096364359523389	-0.02004606633686136	0.02004606633686136	0.2867853795688847	1.6860356138706654	89.7943416757345	70.8949945593036
3149	chr15	MTFMT	-	65001511	65003256	65003014	0.06783732942921618	-0.09738460486844575	0.09738460486844575	19.29474384564205	26.262807717897537	154.6198347107438	99.80165289256198
3150	chr15	MTHFS	-	79843546	79845442	79845010	0.9900760129894658	0.0009171468948990513	0.0009171468948990513	3.371584699453552	2.8852459016393444	388.59027777777777	372.56944444444446
3151	chr15	MTMR10	-	30938940	30942072	30941973	0.2608246235408122	0.0868091495885994	0.0868091495885994	23.060666007253545	26.148038245961093	67.31313131313131	129.16161616161617
3152	chr15	MYEF2	-	48134631	48143071	48136349	0.5531902613947788	0.06353920553015956	0.06353920553015956	11.533760186263097	8.576833527357392	54.3542100565308	68.33725081820887
3153	chr15	MYO1E	-	59132433	59137456	59136224	0.3401783507276532	-0.029330999815176208	0.029330999815176208	2.874967027169612	9.734898443682406	148.44561688311688	191.68993506493507
3154	chr15	MYO5A	-	52307282	52313848	52313131	0.15335391067370924	-0.19084185781933855	0.19084185781933855	18.24226363480937	26.87331167720978	33.81729428172943	22.7768479776848
3155	chr15	MYO5C	-	52192321	52194054	52192943	0.2833605416559131	0.35220355015027793	0.35220355015027793	5.782958199356913	4.511254019292605	0.0	2.4527452745274525
3156	chr15	MYO9A	-	71822290	71827043	71823707	0.8296083939134546	-0.08957743470782531	0.08957743470782531	9.619618913196895	17.339449541284402	9.320143884892087	11.681354916067146
3157	chr15	NDUFAF1	-	41387352	41387593	41387444	0.0009664876824235794	0.18331639064673644	0.18331639064673644	95.80434782608695	55.05434782608695	106.40268456375837	134.47651006711413
3158	chr15	NEDD4	-	55826916	55829999	55828815	0.6675580627869074	-0.06186847910919979	0.06186847910919979	54.95471300684571	63.212216956292785	46.89695945945945	41.891891891891895
3159	chr15	NEIL1	+	75354963	75357115	75355234	0.00804265323623373	0.19447112573899583	0.19447112573899583	56.01063264221159	63.835194045720364	43.08856088560886	108.35424354243543
3160	chr15	NEO1	+	73302612	73305205	73303374	0.8390363839700935	-0.1498255734768501	0.1498255734768501	0.6029492080830148	1.6040415073730203	4.1141732283464565	4.173228346456693
3161	chr15	NGRN	+	90271187	90272211	90271549	0.0008250236628660081	-0.06114909239678823	0.06114909239678823	1434.4456193353474	955.8141993957704	843.0524861878455	427.4530386740332
3162	chr15	NIPA1	+	22823727	22829789	22825745	0.3628951741543655	-0.07934726585212631	0.07934726585212631	36.35163204747774	57.97131552917903	91.58671952428145	101.51783944499505
3163	chr15	NIPA2	+	22866212	22868384	22866864	0.32577447080899	0.033150066950958124	0.033150066950958124	403.4184210526316	281.2125	679.2009202453987	547.1457055214723
3164	chr15	NPTN	-	73560013	73561970	73560590	0.4613459540916023	-0.03613111197393304	0.03613111197393304	366.62911611785097	282.3830155979203	337.41014492753624	224.69565217391306
3165	chr15	NR2F2	+	96337347	96340263	96338449	0.0355868448434044	-0.03376533712598012	0.03376533712598012	180.50882028665933	140.2348401323043	1489.2050816696915	848.2186932849365
3166	chr15	NRG4	-	75940935	75943654	75943559	0.17155309688736298	0.5961886188713541	0.5961886188713541	4.671112804878049	1.0266768292682926	0.0	1.5157894736842106
3167	chr15	NSMCE3	-	29264988	29269822	29269410	0.8990064134482543	-0.047083173460711	0.047083173460711	24.717322478516508	18.690185436454094	33.78155339805825	21.109223300970875
3168	chr15	NTRK3	-	87859750	87877120	87871094	0.8718129067885512	-0.14737388031438786	0.14737388031438786	1.625	3.06064880112835	3.7296714238300694	3.7280119482243617
3169	chr15	NTRK3	-	87977363	87979463	87979065	0.571692762741145	0.04752850985033791	0.04752850985033791	59.95828437132785	77.06345475910693	116.92462311557789	187.356783919598
3170	chr15	NUSAP1	+	41380092	41381046	41380782	0.17905878892060637	0.034163400128095045	0.034163400128095045	377.3712121212121	297.1931818181818	889.636231884058	829.9000000000001
3171	chr15	PAQR5	+	69403580	69407780	69407142	0.12237854858008052	0.19849557376154983	0.19849557376154983	17.94984326018809	4.605015673981192	35.38742279618192	28.755193711398093
3172	chr15	PCLAF	-	64364303	64366075	64364651	0.015470201029688832	0.08065249223328774	0.08065249223328774	203.51149425287358	148.89655172413794	367.60112359550556	391.1910112359551
3173	chr15	PDCD7	-	65117378	65118840	65117849	0.306532412815501	-0.06155364760486387	0.06155364760486387	108.02547770700637	139.47770700636943	178.79616548940464	178.83148335015136
3174	chr15	PDE8A	+	85137796	85139142	85138592	0.08007754824755879	0.08800622895306554	0.08800622895306554	135.51454545454544	118.08909090909091	166.17713567839195	208.86809045226133
3175	chr15	PDIA3	+	43771104	43773278	43771526	0.5478793693400701	-0.005857891556467456	0.005857891556467456	43.147260273972606	45.32134703196347	1860.2203791469194	1543.4075829383887
3176	chr15	PEX11A	-	89681534	89683948	89683078	0.9688249564622455	0.02552986530351614	0.02552986530351614	13.936528497409327	20.340673575129532	22.888505747126437	37.294252873563224
3177	chr15	PGBD4	+	34102082	34108686	34103240	0.3243538233396685	-0.2676144208976201	0.2676144208976201	5.093646713183988	9.218508997429305	10.57685664939551	6.335924006908462
3178	chr15	PIAS1	+	68187541	68193847	68191447	0.6146914082092683	0.09786750516868398	0.09786750516868398	32.240833333333335	21.178333333333335	25.02483358934972	24.353046594982082
3179	chr15	PIERCE2	+	55418222	55418798	55418697	0.35386634562465985	-0.1035143222364399	0.1035143222364399	0.297029702970297	3.01980198019802	22.810526315789474	22.93052631578948
3180	chr15	PIGBOS1	-	55317183	55317867	55317675	0.049073103823489346	-0.09415676393233308	0.09415676393233308	166.52439024390245	184.35772357723576	187.43749999999997	142.16145833333334
3181	chr15	PLIN1	-	89664366	89665942	89665531	0.6164446767932035	-0.7415452189876468	0.7415452189876468	0.13905579399141632	0.9630901287553648	0.4744525547445255	0.031630170316301665
3182	chr15	PML	+	74034477	74043338	74036378	0.682092859883149	0.017268303427605245	0.017268303427605245	6.849856321839081	5.782183908045977	144.50867964229354	200.81641241451868
3183	chr15	PML	+	74044220	74047827	74046756	0.7819113940228392	-0.037190190813701604	0.037190190813701604	5.899159663865547	7.07749766573296	64.85646687697161	51.62578864353311
3184	chr15	POLGARF	-	89316319	89330276	89323195	0.993885239287387	-0.006603141091976683	0.006603141091976683	84.71160558464223	75.76105293775451	29.96370569128655	25.889139951984177
3185	chr15	POLR2M	+	57714535	57717557	57714590	0.05076695971434078	-0.10089021634232587	0.10089021634232587	92.12200876306034	115.89686552072801	188.5636363636364	154.2
3186	chr15	PPCDC	+	75049149	75050726	75049727	0.5397796605312222	-0.0695033763126709	0.0695033763126709	5.896896896896897	16.915915915915917	46.79584775086505	76.3287197231834
3187	chr15	PRTG	-	55611543	55620266	55616661	0.8790579892994642	-0.1268466831256988	0.1268466831256988	3.832551778038296	5.676240719030871	2.970873786407767	2.5481276005547846
3188	chr15	PSMA4	+	78548789	78552417	78549205	0.7623830573149958	0.0011955281811506884	0.0011955281811506884	3.5993150684931505	0.9221668742216688	1700.2764423076924	1004.8221153846154
3189	chr15	PTPN9	-	75463250	75468983	75465102	0.8863284012844944	0.008908778647452952	0.008908778647452952	3.0010799136069113	3.210583153347732	105.23859829940737	167.40659623808295
3190	chr15	PYGO1	-	55538883	55547147	55546463	0.14819265398105463	-0.16254113316299834	0.16254113316299834	16.017414248021108	21.232058047493403	53.565789473684205	32.83040935672515
3191	chr15	RAB11A	+	65887700	65891989	65890932	0.06106678647144821	-0.05643862879405033	0.05643862879405033	10.281929990539263	19.30747398297067	236.15996287128712	177.3861386138614
3192	chr15	RAB27A	-	55202965	55205705	55205370	0.19261921405750487	-0.14165055390259118	0.14165055390259118	24.254469854469853	25.617047817047816	64.42985074626867	36.089552238805965
3193	chr15	RAB8B	+	63263526	63267776	63266735	0.38538582382364905	-0.09344752317824423	0.09344752317824423	51.97886647454371	71.76945244956772	46.804300405110624	44.05515736989716
3194	chr15	RAD51	+	40731054	40732340	40732141	0.7792758611201804	0.025754351183207472	0.025754351183207472	9.180904522613066	6.482412060301508	95.26586936522538	97.82704691812327
3195	chr15	RAMAC	+	82989880	82991057	82990655	0.6659879554875133	-0.047999621105219575	0.047999621105219575	29.186567164179106	23.85820895522388	120.59354838709677	74.37935483870967
3196	chr15	RASGRP1	-	38488102	38490688	38489938	0.7341111389929589	0.785958904109589	0.785958904109589	0.19444444444444445	0.9444444444444444	0.0	3.468
3197	chr15	RASL12	-	65053336	65055274	65053912	0.46086870999476715	1.0	1.0	1.0625	0.0	0.0	0.486784140969163
3198	chr15	RBPMS2	-	64739890	64741242	64740191	0.37045179090026314	-0.07590669465571676	0.07590669465571676	104.55813953488372	97.7109634551495	76.2940057088487	51.68315889628924
3199	chr15	RCN2	+	76949069	76954393	76953258	0.629525082860801	-0.009163368679357495	0.009163368679357495	0.08986784140969163	1.0334801762114538	118.20410599188351	103.11577942229648
3200	chr15	RFX7	-	56087279	56096620	56089166	0.7294958326035093	0.06748425060627869	0.06748425060627869	1.1340752517223105	0.02702702702702703	14.992621411322782	9.494231285215992
3201	chr15	RGMA	-	93035270	93045705	93038882	0.8814558777013799	-0.19699498201262294	0.19699498201262294	0.0	0.14119601328903655	1.1859885680785578	0.5755532756851824
3202	chr15	RNF111	+	59094782	59097419	59095946	0.5368504172008025	-0.0907917466402457	0.0907917466402457	25.712830957230143	23.07196198234895	57.65635738831615	34.72164948453607
3203	chr15	RORA	-	60488283	60497619	60496041	0.9652840114864593	-0.2572568573315098	0.2572568573315098	0.12709461201340552	1.0910028357824182	0.12864385297845374	0.35551330798479097
3204	chr15	RPL4	-	66498014	66499652	66499347	0.603849942472656	0.0023729298793733894	0.0023729298793733894	95.81545386346586	103.45686421605402	5217.826229508197	6503.386885245902
3205	chr15	RPLP1	+	69455427	69456205	69455534	0.9900326422148876	0.00023965043186266986	0.00023965043186266986	108.32786885245902	152.43219076005963	7806.990654205608	11184.018691588784
3206	chr15	RPP25	-	74954417	74956772	74955319	0.9222786992838484	-0.012955480880593867	0.012955480880593867	47.13968957871397	47.05875831485588	237.93186510667584	216.8472126634549
3207	chr15	RPS27L	-	63148248	63154060	63150631	0.3188781968261027	-0.048278673600678806	0.048278673600678806	1.9987410826689047	5.715904322282837	87.29454651501895	75.17410323709537
3208	chr15	RSL24D1	-	55180805	55182225	55181203	0.1060829013709561	-0.01567296208080494	0.01567296208080494	0.7688442211055276	10.06532663316583	346.71232876712327	552.6966731898239
3209	chr15	RTF1	+	41480580	41483563	41481429	0.7169630160959182	-0.03842109298438712	0.03842109298438712	95.87441424554827	124.0285848172446	110.96348645465254	123.06713780918729
3210	chr15	RYR3	+	33865130	33866102	33865281	0.553218342154013	0.13940316725156943	0.13940316725156943	14.093788063337394	15.021924482338612	11.66225165562914	21.81456953642384
3211	chr15	SCAPER	-	76347903	76348736	76348202	0.5419007286132557	-0.11471592068604922	0.11471592068604922	0.010033444816053512	1.5351170568561874	10.117977528089888	11.732209737827715
3212	chr15	SEC11A	-	84669543	84670782	84669743	0.01988290641574584	0.04387172899543523	0.04387172899543523	1140.125	1009.905	927.8585178055823	980.2502406159767
3213	chr15	SECISBP2L	-	48988637	48992926	48989730	0.5847384213740904	0.08311093744110165	0.08311093744110165	47.69807868252516	39.88655077767612	29.45369211514393	34.650187734668336
3214	chr15	SELENOS	-	101270808	101272856	101271281	0.43102767279797605	0.029023258465737035	0.029023258465737035	15.824524312896406	8.429175475687103	208.8215873015873	195.08190476190475
3215	chr15	SENP8	+	72139576	72143692	72140948	0.6981752018531155	-0.10163474843273673	0.10163474843273673	0.793002915451895	5.035714285714286	10.923469387755102	24.705539358600582
3216	chr15	SERF2	+	43793575	43796089	43794531	0.008281255218789639	-0.02855310421247518	0.02855310421247518	37.55391527599487	58.33183568677792	1098.5512552301254	888.489539748954
3217	chr15	SHF	-	45167213	45172002	45171521	0.2263191617173604	0.4505649245132832	0.4505649245132832	2.3152274837511606	1.5807799442896935	1.5634095634095635	9.22037422037422
3218	chr15	SHF	-	45174194	45174444	45174236	0.7461434861802636	-0.5761772853185595	0.5761772853185595	0.0	1.0	0.5769230769230769	0.7355769230769231
3219	chr15	SIN3A	-	75369378	75372209	75370927	0.9717141416505853	0.007035219664779768	0.007035219664779768	21.73983214977405	24.208521626856037	178.3978159126365	214.08970358814352
3220	chr15	SLC12A6	-	34229783	34233972	34233519	0.002573769783988371	0.15200281136220695	0.15200281136220695	140.53051391862954	152.15283725910064	25.900662251655632	67.60264900662253
3221	chr15	SLC24A1	+	65653829	65656260	65655842	0.6615765001066456	0.13501797093804868	0.13501797093804868	1.6722488038277512	4.8875598086124405	4.78688524590164	34.566815697963236
3222	chr15	SLC24A5	+	48142028	48142672	48142112	0.010787823902115624	0.11308676931024758	0.11308676931024758	159.46428571428572	169.38571428571427	145.95238095238096	244.72619047619045
3223	chr15	SLC28A2	+	45275395	45277846	45276493	0.9273559026440992	0.21296334874935763	0.21296334874935763	0.6201034737620104	0.6866223207686623	0.0	0.18579234972677594
3224	chr15	SLC30A4	-	45479605	45485317	45482663	0.7162159743020623	0.09731862869223246	0.09731862869223246	16.533355134074558	20.405166775670374	12.890730972117556	23.516578749058027
3225	chr15	SLC30A4	-	45502047	45502966	45502394	0.997310711368137	0.020249611988259503	0.020249611988259503	0.2219020172910663	0.14697406340057637	2.075174825174825	1.777972027972028
