	Chrom	Gene	Strand	Start	End	Positions
3450	chr13	OBI1	-	78614288	78617122	[78616649, 78615161, 78616442, 78615659]
3451	chr13	MTRF1	-	41216368	41217228	[41217115]
3452	chr13	UCHL3	+	75605728	75606020	[75605918]
3453	chr13	GPC5	+	92866281	92867237	[92866787, 92866877, 92866687]
3454	chr13	MAB21L1	-	35473788	35476689	[35476561, 35476098]
3455	chr13	TRPC4	-	37632062	37637625	[37633888, 37636672, 37635874, 37633706, 37635060, 37636087, 37636601, 37636668, 37633918]
3456	chr13	SKA3	-	21153594	21155150	[21153922, 21154166, 21153938]
3457	chr14	PAX9	+	36676197	36679362	[36676869]
3458	chr14	NRDE2	-	90267859	90278461	[90270464, 90271878, 90269966, 90271637, 90278075, 90273726, 90272511]
3459	chr14	DACT1	+	58645257	58648321	[58647199]
3460	chr14	ZC3H14	+	88611744	88627596	[88617477, 88623365, 88617616, 88613141, 88617115, 88612898, 88614568, 88617641, 88614829, 88622907, 88620347, 88624841, 88614986, 88612946, 88618070, 88615389, 88617957, 88615402, 88618350, 88612975, 88613496, 88614908, 88615422]
3461	chr14	ARID4A	+	58371885	58373876	[58372545, 58373082, 58372917, 58372295]
3462	chr14	PSMC6	+	52727498	52728590	[52727970, 52727717, 52727731, 52728150, 52727675]
3463	chr14	DDHD1	-	53036754	53046949	[53044554, 53042891, 53042859, 53043864, 53043981, 53046000, 53045620, 53041848, 53046043]
3464	chr14	PSMA6	+	35317248	35317493	[35317454]
3465	chr14	FAM177A1	+	35081021	35083383	[35081088, 35081888, 35082625, 35081615, 35081711, 35082873, 35081343]
3466	chr14	RALGAPA1	-	35538355	35548538	[35543555, 35547653, 35544454, 35542941, 35547679, 35547303, 35542697, 35547561, 35540526, 35541941, 35547965, 35546944, 35547969, 35542212, 35546568, 35544522, 35545674, 35547852, 35543633, 35547989, 35545174, 35543640, 35543646, 35547876, 35543654, 35540710, 35546218, 35548012, 35548531, 35545462, 35547767]
3467	chr14	FOXN3	-	89156176	89162969	[89161285, 89159849, 89158058, 89159534, 89162414, 89161333, 89161653, 89159607]
3468	chr14	RPS29	-	49570987	49577853	[49577347, 49574344, 49577356, 49573968, 49575474, 49574034, 49576275, 49576446]
3469	chr14	RPS29	-	49583576	49583675	[49583592]
3470	chr14	PRORP	+	35273434	35277622	[35275461, 35274049, 35275485, 35275271]
3471	chr14	GNPNAT1	-	52775192	52778458	[52777319, 52776019, 52776886, 52777911, 52777721, 52777276]
3472	chr14	NOVA1	-	26443089	26448963	[26446402, 26447367, 26444235, 26446545, 26444217]
3473	chr14	COCH	+	30889615	30890618	[30890117, 30890054]
3474	chr14	KIAA0586	+	58514195	58515822	[58515012, 58515078, 58514990, 58514395, 58514559]
3475	chr14	KIAA0586	+	58547780	58551297	[58550464, 58549345, 58548066, 58549027, 58548809, 58548106, 58550492, 58548799]
3476	chr14	OR4E1	-	21667885	21670952	[21669221, 21668428, 21669102, 21668821, 21669948]
3477	chr14	TMED10	-	75131468	75135006	[75134268, 75133719]
3478	chr14	LRRC9	+	60063322	60066817	[60065091, 60064036, 60064846, 60064879, 60064817, 60064411, 60065820]
3479	chr14	FBXO34	+	55350380	55353611	[55350804]
3480	chr14	DYNC1H1	+	102050434	102056443	[102051112, 102050780]
3481	chr14	OR11H6	+	20223709	20224702	[20224034]
3482	chr14	PPP1R3E	-	23295651	23301858	[23298976, 23300715, 23300056]
3483	chr14	STRN3	-	30893803	30895580	[30894592, 30894071]
3484	chr14	EIF2B2	+	75009030	75012366	[75011032, 75009574]
3485	chr14	GPATCH2L	+	76166662	76171198	[76167364, 76170407, 76169737, 76167058, 76169366, 76169657, 76169754, 76167484]
3486	chr14	GPATCH2L	+	76171842	76175520	[76173806, 76174350, 76173202, 76174039, 76173405]
3487	chr14	GPATCH2L	+	76177891	76180022	[76177998]
3488	chr14	GPATCH2L	+	76197668	76199532	[76197856, 76198885, 76198857, 76199049, 76198412, 76199118]
3489	chr14	GPATCH2L	+	76201690	76214343	[76209028, 76207333, 76205701, 76204871, 76205513, 76207338, 76212106, 76209388, 76204014, 76206511, 76212240, 76209072, 76204339, 76205300, 76211831, 76211992, 76211673, 76207583]
3490	chr14	BAZ1A	-	34752730	34753704	[34753446]
3491	chr14	RCOR1	+	102726467	102730561	[102727793, 102728052, 102729238]
3492	chr14	ACTR10	+	58234369	58235636	[58234778, 58234565]
3493	chr14	MOAP1	-	93182198	93184362	[93183924, 93183255]
3494	chr14	SLC39A9	+	69458362	69462390	[69459469, 69458595, 69460293, 69460535]
3495	chr14	PPM1A	+	60285623	60288555	[60287432, 60288044, 60285779, 60287444, 60287384, 60286302]
3496	chr14	PPM1A	+	60292452	60299087	[60294752, 60294274, 60298053, 60295240, 60297561, 60295946, 60293334, 60295513, 60293628, 60294398]
3497	chr14	TTC9	+	70671075	70675366	[70672329, 70672011, 70672652, 70672695]
3498	chr14	KCNK10	-	88180107	88186155	[88181795, 88184709, 88183434, 88182572, 88182800, 88183582]
3499	chr14	DDX24	-	94048286	94051462	[94050936, 94049042]
3500	chr14	POLE2	-	49643554	49643670	[49643572]
3501	chr14	PELI2	+	56296599	56301524	[56299648, 56298055, 56297289, 56297392, 56298355, 56297940, 56300117]
3502	chr14	PABPN1	+	23324137	23326163	[23325353]
3503	chr14	EGLN3	-	33924226	33925922	[33924864, 33925025, 33924586, 33925228]
3504	chr14	TBPL2	-	55414209	55414455	[55414263]
3505	chr14	PRKD1	-	29576478	29577456	[29576970, 29576755, 29577195]
3506	chr14	ALDH6A1	-	74056846	74060746	[74057681, 74057996, 74057961]
3507	chr14	LRP10	+	22876939	22881713	[22878066, 22880595, 22880599]
3508	chr14	SERPINA10	-	94280459	94284156	[94281569, 94282113, 94281827, 94283332, 94281933, 94283829, 94282108]
3509	chr14	SLC25A21	-	36677920	36680719	[36680001, 36680194, 36679206, 36680264, 36680238, 36679889, 36679218, 36679316, 36680469, 36679382, 36680374, 36679641]
3510	chr14	OR11G2	+	20197433	20201075	[20200482, 20200107, 20199903]
3511	chr14	CEP128	-	80496478	80497582	[80497027, 80496871]
3512	chr14	DICER1	-	95086227	95091365	[95090343, 95088653, 95088050, 95090706, 95089490, 95091159, 95090846]
3513	chr14	DICER1	-	95095345	95096713	[95096136]
3514	chr14	DICER1	-	95109861	95111456	[95110178]
3515	chr14	DICER1	-	95118986	95124668	[95121892, 95122341, 95123432, 95122345, 95121901, 95123357, 95120368, 95122077]
3516	chr14	AKAP6	+	32821401	32837684	[32829699, 32826129, 32833049, 32833053, 32825119, 32830374, 32831015, 32823475, 32833208, 32830778, 32831039, 32833985, 32830792, 32833356, 32834000, 32826206, 32831333, 32830189, 32833518, 32828399, 32827507, 32830579, 32831349, 32831357]
3517	chr14	PIGH	-	67589305	67590172	[67589560]
3518	chr14	SERPINA9	-	94462720	94463296	[94463148]
3519	chr14	DCAF11	+	24123174	24125242	[24124622, 24124015]
3520	chr14	YLPM1	+	74835264	74837318	[74836261, 74836141, 74836150, 74835655]
3521	chr14	SPTSSA	-	34432787	34435304	[34434183, 34434611, 34433239]
3522	chr14	C14orf39	-	60435955	60437047	[60436249, 60436421, 60436742]
3523	chr14	KLC1	+	103684985	103686225	[103685880]
3524	chr14	KLC1	+	103692358	103697155	[103695636, 103695143]
3525	chr14	STYX	+	52771032	52774989	[52772000, 52772746, 52773907, 52772078]
3526	chr14	PLEKHD1	+	69528249	69531551	[69529388, 69530030, 69530351, 69529397, 69529402]
3527	chr14	CCDC85C	-	99500189	99515335	[99502669, 99506893, 99512054, 99505528, 99504764, 99503934]
3528	chr14	DNAL1	+	73695901	73703732	[73699897, 73701931, 73700411, 73695919]
3529	chr14	CHURC1-FNTB	+	65061180	65062655	[65062318]
3530	chr14	ASPG	+	104112523	104115582	[104112692]
3531	chr14	RNASE10	+	20510466	20513884	[20513057]
3532	chr14	DNAAF2	-	49625173	49626048	[49625433, 49625603, 49625446]
3533	chr14	PTGR2	+	73862655	73863562	[73862664, 73863291]
3534	chr14	PTGR2	+	73874022	73874467	[73874312]
3535	chr14	PTGR2	+	73884100	73885726	[73884550, 73884999]
3536	chr14	PPP2R5E	-	63371363	63376108	[63374759, 63372172, 63373776, 63372915, 63373908, 63373564, 63373599]
3537	chr14	PPP2R5E	-	63451266	63453885	[63452379, 63453468, 63453279]
3538	chr14	SAV1	-	50633579	50635384	[50634342, 50634350, 50634035, 50634357, 50635097]
3539	chr14	PNN	+	39180502	39183220	[39180546, 39180550, 39181417, 39182288, 39182100, 39182234]
3540	chr14	CDKL1	-	50326264	50330181	[50330017]
3541	chr14	CDKL1	-	50330738	50332692	[50331893]
3542	chr14	AP5M1	+	57288801	57298742	[57291011, 57296517, 57293970, 57296792, 57289501, 57296673, 57291955, 57296182, 57297090, 57290057, 57295572, 57293013, 57296084, 57293914, 57297242, 57291366, 57295720, 57295468, 57293679, 57291637, 57295607]
3543	chr14	AK7	+	96487957	96489427	[96488762, 96488491, 96488519]
3544	chr14	C14orf119	+	23097657	23100456	[23098586, 23099100, 23098469]
3545	chr14	DPF3	-	72609033	72619367	[72613287, 72611701, 72611995, 72612061, 72611294]
3546	chr14	DPF3	-	72661049	72671338	[72667137, 72665282, 72670051, 72666954, 72664780, 72666029, 72667759, 72668788, 72666102, 72670711, 72669464, 72664701]
3547	chr14	PPP4R4	+	94227285	94227853	[94227569]
3548	chr14	AHSA1	+	77469076	77469472	[77469217]
3549	chr14	ARHGEF40	+	21088829	21090248	[21089532, 21089645]
3550	chr14	PCK2	+	24099994	24100753	[24100505, 24100563]
3551	chr14	PPP1R13B	-	103733194	103735195	[103733768, 103733601, 103734909, 103733992]
3552	chr14	TTC8	+	88877293	88881079	[88877381, 88879020, 88877805, 88880337, 88877937, 88877971, 88879636, 88878321, 88879099]
3553	chr14	NEDD8-MDP1	-	24213942	24214151	[24213974]
3554	chr14	ATG2B	-	96279194	96285985	[96283713, 96281275, 96282237, 96284767]
3555	chr14	OR4K2	+	19876244	19883932	[19877507, 19881995, 19880598, 19877400, 19881625, 19878556, 19882659, 19878180, 19880748, 19879725, 19881518, 19880755, 19880643, 19878732, 19877726, 19880426, 19880182, 19879165, 19878527]
3556	chr14	FLVCR2	+	75646400	75648167	[75647100, 75647527]
3557	chr14	MYH7	-	23412739	23412871	[23412761]
3558	chr14	PPP2R5C	+	101925140	101927992	[101926128, 101927499, 101927008, 101927325]
3559	chr14	CLMN	-	95181939	95191732	[95188418, 95189353, 95186576, 95187538, 95189716, 95183543, 95191544, 95190201]
3560	chr14	PALS1	+	67332779	67336061	[67334789, 67333480, 67334162, 67333946, 67334044]
3561	chr14	RNF212B	+	23272822	23273477	[23273378]
3562	chr14	NAA30	+	57409378	57415906	[57410592, 57409984, 57410077, 57409701, 57411174, 57411147, 57412237, 57411286, 57411771, 57412733]
3563	chr14	TTC6	+	37842154	37842717	[37842557, 37842438]
3564	chr14	GMFB	-	54474484	54478159	[54477161, 54475257, 54477199]
3565	chr14	SPTLC2	-	77505996	77512403	[77507713, 77507250, 77512037]
3566	chr14	KCNH5	-	62699463	62708455	[62702913, 62707331, 62702950, 62704711, 62706570, 62701903, 62703504, 62707251, 62707476, 62701015, 62706521, 62703161, 62706076]
3567	chr14	RBM23	-	22893203	22901733	[22897157, 22897191, 22897289, 22896047, 22897303, 22896025, 22896029]
3568	chr14	DCAF5	-	69050880	69055611	[69053865, 69053762, 69051892]
3569	chr14	DCAF5	-	69089203	69091156	[69090564, 69090911]
3570	chr14	PROX2	-	74853032	74855302	[74854787]
3571	chr14	GCH1	-	54842016	54844143	[54843522, 54843849, 54843858, 54842773, 54843799, 54843615]
3572	chr14	TECPR2	+	102498102	102502477	[102500672, 102500162, 102501571, 102501258, 102501553, 102501267, 102501557, 102501593, 102501790, 102500063]
3573	chr14	GMPR2	+	24238245	24239242	[24238572, 24239063]
3574	chr14	TRMT5	-	60971440	60975194	[60974720, 60975040, 60972584, 60972936, 60974858, 60973782, 60974966]
3575	chr14	L2HGDH	-	50242433	50247253	[50246209, 50243426, 50244609, 50246181, 50243690, 50245582, 50243540, 50246228, 50243646]
3576	chr14	PCNX4	+	60133969	60148221	[60134792, 60140040, 60144393, 60143371, 60135695, 60143123, 60145687, 60138521, 60139165, 60141471, 60138405, 60141605, 60141613, 60136111, 60145331, 60139956, 60144437, 60145335, 60138936, 60139837, 60142531, 60136515, 60145737, 60138444, 60137935, 60138708, 60144859, 60138466, 60136419, 60145891, 60140264, 60138859, 60140013, 60141561, 60139002, 60140028]
3577	chr14	PTGDR	+	52269450	52276724	[52273442, 52272860, 52269796, 52269800, 52273576, 52274223, 52272093, 52275032, 52271452, 52272317, 52271422]
3578	chr14	MIPOL1	+	37520957	37522837	[37521257, 37521578, 37521940, 37521782]
3579	chr14	MIPOL1	+	37546904	37552361	[37548706, 37550242, 37551044, 37551493, 37548389, 37551240, 37548461, 37547536, 37547634, 37549395, 37551507, 37549845, 37547572, 37548404, 37550226, 37550171, 37547516, 37551421]
3580	chr14	CCNK	+	99510156	99512440	[99511097, 99511500, 99511292]
3581	chr14	LIN52	+	74114005	74118296	[74116320, 74114275, 74116422, 74116336, 74115443, 74117107, 74117622, 74116313, 74116412]
3582	chr14	LIN52	+	74198921	74201493	[74200559]
3583	chr14	CDCA4	-	105009572	105011935	[105009957]
3584	chr14	FNTB	+	65061180	65062650	[65062318]
3585	chr14	PIP4P1	-	20457680	20458702	[20457875]
3586	chr14	RPL36AL	-	49618529	49619140	[49618711]
3587	chr14	LRFN5	+	41898916	41904549	[41903362, 41901605, 41903173, 41901383, 41900135, 41901895, 41902665, 41901547, 41903307, 41901421, 41900526, 41901657, 41901937, 41902450, 41900532, 41902903, 41902105, 41902423]
3588	chr14	PTPN21	-	88465777	88468265	[88466946, 88466923, 88467793, 88466290, 88466261]
3589	chr14	PRPF39	+	45114856	45116282	[45115408, 45115582]
3590	chr14	NUMB	-	73275215	73277293	[73275841, 73275706, 73276014]
3591	chr14	SNW1	-	77717598	77718530	[77718377]
3592	chr14	NKX2-8	-	36580003	36581464	[36580567]
3593	chr14	IFT43	+	76083457	76083742	[76083679]
3594	chr14	COQ6	+	73962969	73963670	[73963096, 73963112, 73963446]
3595	chr14	G2E3	+	30616277	30620064	[30616960, 30618564, 30619495, 30618218, 30616844, 30616653, 30618481, 30618418, 30616536, 30617626]
3596	chr14	TRIP11	-	91965990	91969893	[91967489, 91969538, 91966630, 91967470, 91966606, 91968560, 91968184, 91969277]
3597	chr14	SLC7A8	-	23125294	23127343	[23126116]
3598	chr14	EML5	-	88612430	88615854	[88613352, 88614888, 88614217, 88614222, 88614032, 88613459, 88613524, 88613558]
3599	chr14	EML5	-	88680445	88680548	[88680473]
3600	chr14	YY1	+	100277417	100282788	[100277760, 100277665, 100278571, 100278987, 100278453, 100280342]
3601	chr14	ATXN3	-	92058551	92071053	[92070049, 92060614, 92062441, 92064108, 92063599, 92068335, 92066417, 92068975, 92064529, 92065298, 92061110, 92070266, 92061115, 92061629, 92069887]
3602	chr14	LTBP2	-	74498182	74501029	[74499723, 74499773, 74499222, 74499606]
3603	chr14	CHURC1	+	64932137	64935368	[64932775, 64932740, 64932645, 64932535]
3604	chr14	TCL1A	-	95709946	95711802	[95711160]
3605	chr14	EXOC5	-	57200506	57208797	[57202498, 57205190, 57203462, 57203814, 57204102, 57206026, 57205803, 57206606, 57206832, 57204241, 57203123, 57207479, 57205943, 57207866, 57203389]
3606	chr14	C14orf93	-	22985893	22987634	[22987215]
3607	chr14	COX16	-	70325080	70326449	[70326092, 70326293]
3608	chr14	ESR2	-	64228316	64233323	[64231237, 64229416, 64230538, 64231756, 64231696]
3609	chr14	MIDEAS	-	73715121	73719501	[73716235, 73716189, 73716374]
3610	chr14	RAD51B	+	68470522	68471676	[68471426]
3611	chr14	RAD51B	+	68477647	68478093	[68478002, 68477717]
3612	chr14	RAD51B	+	68540199	68542335	[68540862]
3613	chr14	RAD51B	+	68594484	68596050	[68595790, 68595732, 68595494]
3614	chr14	RAD51B	+	68602662	68612020	[68603707, 68602983]
3615	chr14	SLC10A1	-	69775415	69776388	[69775854, 69775879]
3616	chr14	ADCK1	+	77933219	77935014	[77933937]
3617	chr14	DEGS2	-	100143956	100146907	[100146438]
3618	chr14	GARIN2	+	67225117	67228558	[67225362, 67227143]
3619	chr14	ACTN1	-	68874127	68875146	[68874336]
3620	chr14	MNAT1	+	60968228	60969965	[60968664, 60969051, 60968604]
3621	chr14	MTHFD1	+	64458213	64460025	[64458575]
3622	chr14	MAP4K5	-	50418520	50420106	[50418845, 50419799, 50418903]
3623	chr14	GSKIP	+	96385522	96387290	[96387016, 96386795, 96386966, 96386231, 96386267]
3624	chr14	HHIPL1	+	99668831	99670338	[99669259, 99670093, 99669773]
3625	chr14	POTEG	-	19402485	19404735	[19403288, 19403362, 19403995, 19403670]
3626	chr14	ZDHHC22	-	77131269	77133948	[77131671]
3627	chr14	NGB	-	77265482	77266670	[77266056]
3628	chr14	EIF2S1	+	67383314	67386516	[67383972, 67383845, 67384295, 67384650, 67384021, 67385497]
3629	chr14	PCNX1	+	71109794	71115382	[71110560, 71111392, 71111008, 71112579, 71113698, 71114241, 71110482, 71111954, 71110133, 71114390]
3630	chr14	RNASE11	-	20582891	20584496	[20584395, 20583709]
3631	chr14	TIMM9	-	58408493	58409168	[58408664, 58408761]
3632	chr14	RNASE1	-	20801227	20802093	[20801377]
3633	chr14	TRMT61A	+	103534549	103537073	[103536031]
3634	chr14	FAM161B	-	73932275	73934394	[73933484]
3635	chr14	SIX4	-	60709538	60714203	[60713049, 60711922, 60713079]
3636	chr14	ABCD4	-	74285268	74286816	[74285999]
3637	chr14	KTN1	+	55684098	55684579	[55684168, 55684315, 55684389]
3638	chr14	NIN	-	50719762	50723672	[50721516, 50722710, 50723292, 50720924, 50721023]
3639	chr14	SYT16	+	62100393	62112550	[62102016, 62104585, 62109458, 62105366, 62101278, 62108447, 62104482, 62101293, 62102455, 62108346, 62101690, 62110653, 62104514, 62109510, 62109894, 62108881, 62107871, 62105952, 62109537, 62110181, 62102379, 62105068, 62107764]
3640	chr14	ATL1	+	50632228	50633068	[50632385, 50632659]
3641	chr14	DIO2	-	80197525	80203288	[80200771, 80200938, 80200524, 80200942, 80200949, 80199222, 80201653, 80199518]
3642	chr14	RPS6KA5	-	90847860	90872322	[90871302, 90857354, 90854796, 90862861, 90855439, 90854418, 90865554, 90862483, 90864149, 90855446, 90857761, 90866989, 90866862, 90852655, 90869681, 90852274, 90867638, 90857914, 90858170, 90868155, 90868675, 90871111, 90870472, 90869194, 90866509, 90869200, 90870871, 90856541, 90871521, 90851938, 90854249, 90852588, 90854893, 90864493, 90854264, 90851962, 90866556]
3643	chr14	RPS6KA5	-	90893965	90894583	[90894363, 90894235]
3644	chr14	JPH4	-	23568037	23569717	[23568760]
3645	chr14	SYNJ2BP-COX16	-	70325080	70326449	[70326092, 70326293]
3646	chr14	NRXN3	+	79861038	79868291	[79865216, 79863265, 79863329, 79863521, 79863273, 79863021, 79865203, 79863700, 79864405, 79864501, 79864023, 79866294, 79863036, 79866879]
3647	chr14	SPTB	-	64746282	64749473	[64747351]
3648	chr14	BRMS1L	+	35870359	35871963	[35870656, 35870641, 35870469]
3649	chr14	SETD3	-	99409803	99410215	[99409870]
3650	chr14	TMED8	-	77335020	77341988	[77338241, 77336661, 77337205]
3651	chr14	MARK3	+	103502881	103503831	[103503264, 103503345, 103503411]
3652	chr14	ANKRD9	-	102501766	102507942	[102503456, 102503669]
3653	chr14	RPS6KL1	-	74903950	74907530	[74905659, 74905063]
3654	chr14	ESRRB	+	76498213	76501837	[76501221]
3655	chr14	UBR7	+	93226942	93229215	[93227098, 93228396, 93227991]
3656	chr14	STXBP6	-	24809453	24812732	[24811072, 24812262, 24810026, 24812204, 24811220, 24811156, 24812509, 24812414]
3657	chr14	TEP1	-	20365666	20368559	[20367445]
3658	chr14	JAG2	-	105140994	105143170	[105141777]
3659	chr14	FOXA1	-	37589551	37592711	[37590090, 37590123, 37591260]
3660	chr14	OTX2	-	56799904	56802355	[56800825, 56800723, 56801436, 56801049]
3661	chr14	CCDC198	-	57469299	57471590	[57470149, 57470345, 57470252, 57469934, 57470293]
3662	chr14	RNASE4	+	20699354	20701216	[20699960, 20700577, 20700362]
3663	chr14	OSGEP	-	20446400	20447279	[20447083]
3664	chr14	GPR135	-	59460758	59465380	[59462532, 59461644, 59461742, 59463539, 59461628, 59462494]
3665	chr14	SPATA7	+	88437837	88438460	[88437981]
3666	chr14	MDGA2	-	46839622	46842019	[46840260, 46841799, 46840299, 46841807, 46840816, 46840113, 46841430, 46841434]
3667	chr14	MLH3	-	75013774	75017201	[75014941]
3668	chr14	GLRX5	+	95543946	95544714	[95544577, 95543955]
3669	chr14	WDR20	+	102193462	102223673	[102193923, 102214789, 102198797, 102206478, 102203918, 102199702, 102199831, 102212888, 102211243, 102210222, 102216634, 102218690, 102204867, 102210498, 102214981, 102214985, 102210511, 102213716, 102217687, 102214746, 102196328, 102203258, 102213246]
3670	chr14	TDRD9	+	104051980	104052667	[104052323]
3671	chr14	FCF1	+	74734881	74738620	[74737609, 74736875, 74736781, 74736689, 74736792]
3672	chr14	SAMD4A	+	54788915	54793315	[54791264, 54790986, 54791839]
3673	chr14	PYGL	-	50905216	50905556	[50905480]
3674	chr14	OR4N2	+	19827439	19830253	[19828900, 19828588, 19828401, 19829140, 19829716, 19828854]
3675	chr14	ABHD12B	+	50904338	50904970	[50904652]
3676	chr14	PRKCH	+	61549684	61550976	[61550471, 61550143]
3677	chr14	HECTD1	-	31100116	31101067	[31100291]
3678	chr14	KLHL28	-	44924323	44929191	[44927809, 44926886, 44927978, 44926029, 44928431, 44927026, 44925746, 44925207, 44925432, 44927676]
3679	chr14	TMEM260	+	56647242	56649515	[56648419, 56648297, 56648943, 56648723, 56649149]
3680	chr14	PAPLN	+	73272494	73274623	[73274132]
3681	chr14	HSP90AA1	-	102080741	102081821	[102081617]
3682	chr14	CGRRF1	+	54538062	54539292	[54539060, 54539069]
3683	chr14	TRAPPC6B	-	39147813	39150381	[39149216, 39148582, 39148658, 39149203, 39149173, 39149087]
3684	chr14	GPR137C	+	52634937	52637713	[52635552, 52636708, 52636297, 52637226, 52635980, 52636179]
3685	chr14	LGALS3	+	55145115	55145423	[55145292]
3686	chr14	OR4K13	-	20029398	20034981	[20033504, 20031877, 20033703, 20033863, 20033259, 20033721, 20034202]
3687	chr14	MAPK1IP1L	+	55064615	55070194	[55068544, 55068743, 55065033, 55066200, 55065037, 55065336, 55065907, 55065110, 55066168, 55067961, 55068669]
3688	chr14	TXNDC16	-	52430595	52432587	[52431843, 52432390, 52432230, 52431849, 52432141, 52431766, 52431487]
3689	chr14	JDP2	+	75469289	75474107	[75473372, 75472684, 75470869, 75473094]
3690	chr14	NEK9	-	75079352	75084686	[75081569, 75081422, 75082137, 75080954, 75082876, 75081406]
3691	chr14	SGPP1	-	63684215	63686656	[63684795, 63684679]
3692	chr14	ZC2HC1C	+	75077531	75079988	[75078919, 75079407, 75078076, 75078407]
3693	chr14	KLHL33	-	20425851	20429401	[20426739]
3694	chr14	GON7	-	93202893	93203782	[93203262, 93203508, 93203486]
3695	chr14	VTI1B	-	67647084	67651481	[67647922, 67650483, 67651172, 67650510]
3696	chr14	OR11H4	+	20242810	20244349	[20244084]
3697	chr14	ARF6	+	49893255	49897054	[49895203, 49895017, 49895631, 49895537, 49895892, 49895325]
3698	chr14	RTRAF	+	52004361	52010694	[52009072, 52004681, 52009516, 52006921]
3699	chr14	CNIH1	-	54423560	54427841	[54426948, 54427209, 54426538, 54425196, 54425677, 54426903, 54424634, 54426491, 54425212, 54427294]
3700	chr14	HOMEZ	-	23272421	23277187	[23273730, 23273337, 23273927, 23274058, 23276624, 23277142, 23274073, 23273466, 23274109]
3701	chr14	GTF2A1	-	81175451	81180330	[81180195, 81179043, 81178983, 81177160, 81177263, 81179535, 81179545, 81177721, 81179226]
3702	chr14	TTC7B	-	90524563	90541589	[90530848, 90537189, 90531049, 90537194, 90528012, 90537199, 90530354, 90531869, 90528380, 90540605]
3703	chr14	NRL	-	24078661	24081568	[24080179, 24080854, 24079719]
3704	chr14	SOCS4	+	55042951	55049489	[55045664, 55047298, 55048292, 55047167, 55046695, 55045416, 55048251, 55045712, 55047541, 55044503, 55045401, 55048439, 55044476, 55043486, 55043359]
3705	chr14	ZNF410	+	73924701	73932521	[73929511, 73930474, 73930922, 73930322, 73929684, 73926196, 73927607, 73929689, 73930206]
3706	chr14	PNP	+	20476383	20477089	[20476833]
3707	chr14	TSHR	+	81142939	81146306	[81145176]
3708	chr14	HEATR5A	-	31291787	31293612	[31293322, 31293268, 31292557]
3709	chr14	ATP5MJ	-	103912287	103912694	[103912534]
3710	chr14	CTSG	-	24573517	24573810	[24573579]
3711	chr14	TM9SF1	-	24190037	24190653	[24190251]
3712	chr14	ZBTB1	+	64521486	64524951	[64524416, 64523937, 64524393, 64523820, 64523886, 64522543]
3713	chr14	ZBTB1	+	64531860	64533693	[64532197, 64533414, 64532239, 64533393, 64533273]
3714	chr14	MRPL52	+	22834171	22835037	[22834323]
3715	chr14	RGS6	+	72540044	72566530	[72551940, 72556932, 72559717, 72550662, 72545673, 72552842, 72550283, 72552204, 72540467, 72552659, 72562100, 72541404, 72542109, 72550174, 72560703]
3716	chr14	L3HYPDH	-	59472605	59476006	[59475113]
3717	chr14	ENTPD5	-	73955328	73955828	[73955775]
3718	chr14	ENTPD5	-	73957915	73959553	[73958369, 73959108]
3719	chr14	ENTPD5	-	73961083	73961550	[73961445]
3720	chr14	ENTPD5	-	73963229	73967014	[73964867, 73965183]
3721	chr14	C14orf132	+	96086510	96093971	[96092112, 96092398]
3722	chr14	EFCAB11	-	89794668	89797324	[89795298, 89795685, 89795691, 89796304, 89795382, 89797143, 89795291, 89795388, 89796478]
3723	chr14	EFCAB11	-	89923276	89924677	[89923712]
3724	chr14	CDKN3	+	54418213	54420218	[54419443, 54418382, 54419455]
3725	chr14	TDP1	+	90043069	90044764	[90043327]
3726	chr14	FUT8	+	65742092	65744121	[65743130, 65742412, 65743031]
3727	chr14	PTGER2	+	52327220	52328598	[52327565, 52327861]
3728	chr14	SUSD6	+	69710953	69715144	[69712577]
3729	chr14	DHRS7	-	60144118	60145013	[60144818, 60144811, 60144804]
3730	chr14	LTB4R	+	24315636	24318036	[24316924]
3731	chr14	CIPC	+	77113424	77117287	[77115304, 77115563]
3732	chr14	AP4S1	+	31083525	31085802	[31083830]
3733	chr14	AP4S1	+	31092906	31096450	[31094736, 31095042, 31094604, 31093413]
3734	chr14	SEC23A	-	39031918	39033328	[39032523, 39032971]
3735	chr14	EXD2	+	69240883	69244018	[69243392, 69243316, 69242342]
3736	chr14	ISCA2	+	74494825	74497106	[74496035]
3737	chr14	GPR65	+	88010388	88014811	[88012992, 88011490, 88010595, 88013572, 88011079, 88012046, 88011765, 88012060, 88011998]
3738	chr14	SIPA1L1	+	71739017	71741209	[71739369, 71739390]
3739	chr14	DMAC2L	+	50323944	50327957	[50327177, 50326699, 50325871, 50327184, 50326642, 50324339, 50324918]
3740	chr14	SIX1	-	60643420	60646577	[60645287, 60645676, 60644718, 60645671]
3741	chr14	FBXO33	-	39397683	39399787	[39398023, 39398180, 39398748]
3742	chr14	NDUFB1	-	92116122	92116229	[92116142]
3743	chr14	DAD1	-	22564906	22575233	[22568641, 22574306, 22568002, 22572100, 22566757, 22567511, 22567143, 22573191, 22569451, 22568011, 22570929, 22572210, 22574583, 22569147]
3744	chr14	GOLGA5	+	92839365	92839947	[92839813]
3745	chr14	RAB2B	-	21459019	21461303	[21460625, 21460299, 21460621]
3746	chr14	ITPK1	-	92936913	92941904	[92938569, 92939882, 92939766, 92939790]
